step,PNA,PRD,ABS,PRI,PAN,
0.1529,336,4934,398,5740,3882,
0.153,336,4937,399,5743,3885,
0.1531,336,4942,399,5747,3886,
0.1532,336,4946,399,5750,3889,
0.1533,336,4949,399,5754,3892,
0.1534,336,4951,399,5760,3894,
0.1535,337,4954,400,5763,3896,
0.1536,337,4958,401,5767,3897,
0.1537,337,4964,401,5770,3898,
0.1538,337,4965,401,5774,3903,
0.1539,337,4970,402,5774,3907,
0.154,338,4972,402,5777,3911,
0.1541,338,4972,402,5780,3918,
0.1542,338,4975,402,5783,3922,
0.1543,338,4978,402,5786,3926,
0.1544,339,4980,402,5789,3930,
0.1545,339,4984,404,5790,3933,
0.1546,339,4986,404,5794,3937,
0.1547,339,4990,404,5798,3939,
0.1548,341,4993,404,5802,3940,
0.1549,341,4997,404,5804,3944,
0.155,341,4999,405,5810,3945,
0.1551,341,5001,405,5816,3947,
0.1552,341,5005,405,5820,3949,
0.1553,341,5008,406,5824,3951,
0.1554,342,5013,406,5827,3952,
0.1555,342,5017,407,5832,3952,
0.1556,343,5020,407,5834,3956,
0.1557,343,5024,407,5835,3961,
0.1558,344,5024,407,5839,3966,
0.1559,344,5025,407,5847,3967,
0.156,344,5029,407,5850,3970,
0.1561,344,5029,407,5858,3972,
0.1562,344,5034,408,5860,3974,
0.1563,345,5039,408,5863,3975,
0.1564,347,5040,409,5867,3977,
0.1565,347,5046,409,5867,3981,
0.1566,347,5048,410,5871,3984,
0.1567,347,5050,410,5878,3985,
0.1568,347,5054,412,5881,3986,
0.1569,347,5055,412,5887,3989,
0.157,347,5057,412,5892,3992,
0.1571,347,5058,412,5896,3997,
0.1572,347,5062,412,5898,4001,
0.1573,347,5063,412,5904,4004,
0.1574,348,5068,412,5906,4006,
0.1575,348,5072,412,5912,4006,
0.1576,348,5076,412,5915,4009,
0.1577,348,5079,412,5918,4013,
0.1578,348,5083,412,5924,4013,
0.1579,348,5085,412,5929,4016,
0.158,348,5086,412,5936,4018,
0.1581,348,5090,412,5940,4020,
0.1582,348,5093,412,5942,4025,
0.1583,348,5095,412,5947,4028,
0.1584,348,5097,412,5953,4030,
0.1585,349,5099,412,5958,4032,
0.1586,349,5102,413,5962,4034,
0.1587,349,5104,413,5967,4037,
0.1588,349,5106,413,5972,4040,
0.1589,349,5108,413,5977,4043,
0.159,349,5110,413,5984,4044,
0.1591,349,5112,413,5987,4049,
0.1592,350,5115,413,5990,4052,
0.1593,350,5120,414,5991,4055,
0.1594,350,5120,414,5999,4057,
0.1595,350,5123,414,6002,4061,
0.1596,350,5124,414,6008,4064,
0.1597,350,5128,414,6011,4067,
0.1598,350,5132,416,6013,4069,
0.1599,351,5136,416,6017,4070,
0.16,351,5141,417,6020,4071,
0.1601,351,5145,417,6025,4072,
0.1602,351,5148,417,6031,4073,
0.1603,351,5151,417,6037,4074,
0.1604,351,5154,419,6039,4077,
0.1605,351,5159,419,6043,4078,
0.1606,351,5163,419,6046,4081,
0.1607,351,5170,419,6046,4084,
0.1608,352,5171,419,6048,4090,
0.1609,352,5172,419,6055,4092,
0.161,352,5177,419,6058,4094,
0.1611,352,5185,419,6059,4095,
0.1612,352,5191,419,6061,4097,
0.1613,352,5194,419,6067,4098,
0.1614,353,5197,419,6071,4100,
0.1615,353,5202,420,6073,4102,
0.1616,353,5204,420,6077,4106,
0.1617,354,5207,421,6079,4109,
0.1618,354,5209,422,6082,4113,
0.1619,354,5210,422,6088,4116,
0.162,354,5213,422,6092,4119,
0.1621,354,5215,422,6094,4125,
0.1622,354,5217,424,6099,4126,
0.1623,355,5219,424,6103,4129,
0.1624,355,5223,424,6107,4131,
0.1625,355,5225,425,6112,4133,
0.1626,356,5228,425,6115,4136,
0.1627,356,5232,425,6120,4137,
0.1628,358,5234,425,6124,4139,
0.1629,359,5236,425,6127,4143,
0.163,359,5239,426,6130,4146,
0.1631,359,5241,426,6134,4150,
0.1632,359,5244,427,6137,4153,
0.1633,359,5249,427,6138,4157,
0.1634,359,5255,427,6141,4158,
0.1635,359,5258,427,6144,4162,
0.1636,359,5260,427,6147,4167,
0.1637,359,5262,427,6152,4170,
0.1638,360,5267,427,6152,4174,
0.1639,360,5269,427,6159,4175,
0.164,361,5275,427,6160,4177,
0.1641,362,5277,427,6165,4179,
0.1642,363,5281,427,6167,4182,
0.1643,363,5285,427,6169,4186,
0.1644,364,5288,427,6173,4188,
0.1645,364,5290,427,6181,4188,
0.1646,364,5295,427,6184,4190,
0.1647,364,5297,428,6188,4193,
0.1648,364,5301,428,6192,4195,
0.1649,364,5305,428,6195,4198,
0.165,364,5308,428,6200,4200,
0.1651,364,5312,428,6205,4201,
0.1652,366,5312,428,6210,4204,
0.1653,366,5314,429,6216,4205,
0.1654,366,5318,429,6219,4208,
0.1655,367,5319,430,6225,4209,
0.1656,367,5322,430,6229,4212,
0.1657,368,5327,430,6231,4214,
0.1658,368,5330,430,6235,4217,
0.1659,368,5331,430,6242,4219,
0.166,369,5334,431,6246,4220,
0.1661,369,5336,432,6249,4224,
0.1662,369,5337,432,6251,4231,
0.1663,369,5341,432,6253,4235,
0.1664,369,5345,432,6257,4237,
0.1665,369,5348,432,6261,4240,
0.1666,369,5353,432,6265,4241,
0.1667,369,5358,432,6269,4242,
0.1668,369,5359,432,6274,4246,
0.1669,369,5362,432,6278,4249,
0.167,370,5365,432,6280,4253,
0.1671,371,5366,432,6286,4255,
0.1672,371,5370,432,6291,4256,
0.1673,371,5374,432,6297,4256,
0.1674,371,5376,432,6303,4258,
0.1675,371,5380,432,6309,4258,
0.1676,371,5385,432,6313,4259,
0.1677,371,5388,433,6317,4261,
0.1678,372,5390,433,6322,4263,
0.1679,372,5391,435,6326,4266,
0.168,372,5396,436,6329,4267,
0.1681,373,5398,437,6333,4269,
0.1682,373,5403,437,6337,4270,
0.1683,373,5406,437,6342,4272,
0.1684,373,5409,438,6344,4276,
0.1685,373,5414,438,6347,4278,
0.1686,373,5417,438,6352,4280,
0.1687,373,5419,438,6356,4284,
0.1688,373,5421,438,6361,4287,
0.1689,374,5423,439,6365,4289,
0.169,375,5426,439,6368,4292,
0.1691,376,5428,439,6371,4296,
0.1692,376,5433,439,6374,4298,
0.1693,376,5437,440,6376,4301,
0.1694,376,5442,440,6381,4301,
0.1695,376,5448,440,6383,4303,
0.1696,376,5450,441,6386,4307,
0.1697,376,5458,442,6387,4307,
0.1698,376,5463,442,6391,4308,
0.1699,377,5466,442,6395,4310,
0.17,379,5470,442,6396,4313,
0.1701,379,5474,442,6399,4316,
0.1702,379,5476,442,6404,4319,
0.1703,379,5479,442,6409,4321,
0.1704,379,5485,442,6412,4322,
0.1705,379,5490,442,6415,4324,
0.1706,379,5492,442,6421,4326,
0.1707,379,5497,443,6421,4330,
0.1708,379,5501,443,6424,4333,
0.1709,379,5505,443,6426,4337,
0.171,379,5505,443,6429,4344,
0.1711,379,5507,443,6436,4345,
0.1712,379,5510,443,6441,4347,
0.1713,379,5511,443,6447,4350,
0.1714,379,5514,443,6449,4355,
0.1715,379,5521,444,6451,4355,
0.1716,379,5523,444,6455,4359,
0.1717,379,5526,444,6460,4361,
0.1718,379,5530,444,6464,4363,
0.1719,379,5532,444,6471,4364,
0.172,379,5535,444,6476,4366,
0.1721,379,5537,445,6478,4371,
0.1722,379,5541,445,6481,4374,
0.1723,379,5543,445,6485,4378,
0.1724,381,5546,445,6489,4379,
0.1725,381,5551,445,6493,4380,
0.1726,382,5554,445,6495,4384,
0.1727,382,5558,445,6499,4386,
0.1728,382,5561,445,6505,4387,
0.1729,382,5566,445,6509,4388,
0.173,383,5567,445,6511,4394,
0.1731,383,5571,445,6516,4395,
0.1732,383,5574,445,6519,4399,
0.1733,383,5575,445,6524,4403,
0.1734,383,5576,445,6529,4407,
0.1735,383,5581,445,6534,4407,
0.1736,384,5583,445,6537,4411,
0.1737,384,5588,445,6540,4413,
0.1738,384,5592,446,6545,4413,
0.1739,384,5596,446,6548,4416,
0.174,384,5599,447,6550,4420,
0.1741,384,5601,447,6554,4424,
0.1742,384,5605,447,6555,4429,
0.1743,384,5608,448,6560,4430,
0.1744,384,5612,448,6564,4432,
0.1745,385,5615,448,6570,4432,
0.1746,385,5618,448,6572,4437,
0.1747,385,5618,449,6574,4444,
0.1748,385,5621,449,6576,4449,
0.1749,385,5627,449,6579,4450,
0.175,385,5630,449,6584,4452,
0.1751,386,5635,449,6586,4454,
0.1752,386,5637,449,6592,4456,
0.1753,386,5640,449,6598,4457,
0.1754,386,5643,451,6601,4459,
0.1755,386,5645,452,6606,4461,
0.1756,387,5648,452,6608,4465,
0.1757,388,5651,452,6612,4467,
0.1758,388,5653,452,6618,4469,
0.1759,388,5657,453,6620,4472,
0.176,388,5659,453,6624,4476,
0.1761,388,5663,453,6627,4479,
0.1762,388,5666,453,6631,4482,
0.1763,388,5669,454,6634,4485,
0.1764,389,5671,454,6638,4488,
0.1765,390,5675,454,6642,4489,
0.1766,391,5678,455,6645,4491,
0.1767,391,5681,455,6650,4493,
0.1768,391,5683,455,6654,4497,
0.1769,391,5685,455,6659,4500,
0.177,391,5690,455,6664,4500,
0.1771,391,5691,455,6670,4503,
0.1772,391,5692,455,6676,4506,
0.1773,391,5698,455,6678,4508,
0.1774,391,5701,455,6682,4511,
0.1775,391,5702,455,6687,4515,
0.1776,391,5707,455,6692,4515,
0.1777,391,5711,455,6694,4519,
0.1778,391,5714,455,6697,4523,
0.1779,392,5717,455,6702,4524,
0.178,392,5721,455,6707,4525,
0.1781,392,5726,455,6710,4527,
0.1782,392,5729,455,6714,4530,
0.1783,393,5731,455,6719,4532,
0.1784,393,5732,456,6725,4534,
0.1785,393,5737,456,6727,4537,
0.1786,393,5741,456,6730,4540,
0.1787,393,5746,456,6735,4540,
0.1788,393,5749,456,6739,4543,
0.1789,393,5751,458,6742,4546,
0.179,393,5754,458,6744,4551,
0.1791,393,5756,458,6748,4555,
0.1792,393,5758,459,6751,4559,
0.1793,393,5761,459,6756,4561,
0.1794,393,5762,460,6762,4563,
0.1795,393,5763,460,6767,4567,
0.1796,393,5767,462,6768,4570,
0.1797,393,5771,462,6773,4571,
0.1798,393,5774,462,6777,4574,
0.1799,393,5776,463,6780,4578,
0.18,393,5779,463,6784,4581,
0.1801,393,5780,464,6787,4586,
0.1802,393,5783,464,6788,4592,
0.1803,393,5786,464,6790,4597,
0.1804,394,5791,464,6794,4597,
0.1805,395,5796,464,6796,4599,
0.1806,395,5800,464,6798,4603,
0.1807,396,5803,465,6802,4604,
0.1808,396,5806,465,6808,4605,
0.1809,396,5810,465,6812,4607,
0.181,396,5812,465,6816,4611,
0.1811,397,5814,465,6819,4615,
0.1812,397,5817,466,6821,4619,
0.1813,398,5820,466,6825,4621,
0.1814,398,5821,466,6832,4623,
0.1815,398,5827,466,6834,4625,
0.1816,399,5828,467,6838,4628,
0.1817,400,5829,468,6843,4630,
0.1818,400,5832,468,6847,4633,
0.1819,400,5836,468,6850,4636,
0.182,400,5843,468,6852,4637,
0.1821,400,5846,468,6856,4640,
0.1822,400,5849,469,6861,4641,
0.1823,402,5852,469,6864,4643,
0.1824,402,5854,469,6867,4648,
0.1825,402,5856,469,6869,4654,
0.1826,403,5859,469,6872,4657,
0.1827,404,5860,469,6876,4661,
0.1828,404,5863,469,6880,4664,
0.1829,404,5867,469,6884,4666,
0.183,404,5873,469,6886,4668,
0.1831,404,5875,469,6893,4669,
0.1832,404,5880,469,6896,4671,
0.1833,404,5884,469,6898,4675,
0.1834,404,5887,472,6901,4676,
0.1835,404,5890,472,6907,4677,
0.1836,405,5893,472,6910,4680,
0.1837,405,5896,472,6914,4683,
0.1838,405,5901,472,6919,4683,
0.1839,405,5903,472,6921,4689,
0.184,405,5906,472,6924,4693,
0.1841,406,5907,473,6929,4695,
0.1842,406,5909,474,6934,4697,
0.1843,406,5912,474,6938,4700,
0.1844,407,5916,474,6942,4701,
0.1845,407,5921,474,6946,4702,
0.1846,407,5924,474,6948,4707,
0.1847,407,5926,474,6953,4710,
0.1848,408,5931,474,6957,4710,
0.1849,409,5933,475,6960,4713,
0.185,410,5935,475,6964,4716,
0.1851,411,5941,475,6966,4717,
0.1852,411,5944,475,6970,4720,
0.1853,411,5949,475,6973,4722,
0.1854,413,5950,476,6977,4724,
0.1855,414,5953,477,6979,4727,
0.1856,414,5955,477,6984,4730,
0.1857,414,5958,477,6989,4732,
0.1858,414,5962,478,6991,4735,
0.1859,414,5966,478,6997,4735,
0.186,414,5970,478,7001,4737,
0.1861,414,5971,478,7008,4739,
0.1862,416,5973,478,7012,4741,
0.1863,417,5975,478,7016,4744,
0.1864,417,5976,478,7022,4747,
0.1865,417,5977,478,7028,4750,
0.1866,417,5983,479,7030,4751,
0.1867,418,5988,479,7034,4751,
0.1868,418,5991,479,7036,4756,
0.1869,418,5993,481,7039,4759,
0.187,418,5998,482,7041,4761,
0.1871,418,6003,483,7043,4763,
0.1872,418,6003,483,7049,4767,
0.1873,418,6007,483,7053,4769,
0.1874,419,6011,483,7056,4771,
0.1875,419,6016,483,7059,4773,
0.1876,419,6021,483,7062,4775,
0.1877,419,6026,484,7064,4777,
0.1878,420,6028,484,7065,4783,
0.1879,420,6030,484,7072,4784,
0.188,421,6034,484,7077,4784,
0.1881,421,6038,484,7081,4786,
0.1882,421,6039,484,7088,4788,
0.1883,421,6041,484,7090,4794,
0.1884,422,6045,485,7092,4796,
0.1885,422,6046,485,7095,4802,
0.1886,423,6050,485,7098,4804,
0.1887,424,6051,485,7103,4807,
0.1888,425,6055,485,7106,4809,
0.1889,425,6058,485,7111,4811,
0.189,425,6062,485,7116,4812,
0.1891,425,6068,486,7118,4813,
0.1892,425,6071,486,7121,4817,
0.1893,426,6074,486,7126,4818,
0.1894,427,6077,486,7132,4818,
0.1895,427,6080,486,7138,4819,
0.1896,427,6082,486,7146,4819,
0.1897,427,6083,486,7149,4825,
0.1898,427,6085,486,7155,4827,
0.1899,427,6089,486,7158,4830,
0.19,428,6091,486,7162,4833,
0.1901,428,6094,486,7165,4837,
0.1902,428,6099,486,7168,4839,
0.1903,428,6102,486,7174,4840,
0.1904,429,6104,487,7177,4843,
0.1905,429,6110,487,7180,4844,
0.1906,429,6114,487,7184,4846,
0.1907,429,6116,487,7187,4851,
0.1908,429,6119,487,7188,4857,
0.1909,429,6122,487,7193,4859,
0.191,429,6125,487,7199,4860,
0.1911,429,6127,487,7206,4861,
0.1912,429,6133,487,7210,4861,
0.1913,429,6137,487,7215,4862,
0.1914,429,6140,487,7220,4864,
0.1915,431,6142,487,7223,4867,
0.1916,431,6147,487,7227,4868,
0.1917,431,6153,487,7229,4870,
0.1918,431,6158,487,7232,4872,
0.1919,431,6161,488,7234,4876,
0.192,432,6165,488,7238,4877,
0.1921,433,6167,489,7243,4878,
0.1922,433,6168,489,7246,4884,
0.1923,433,6169,490,7252,4886,
0.1924,433,6171,490,7254,4892,
0.1925,433,6177,490,7256,4894,
0.1926,434,6180,490,7257,4899,
0.1927,434,6186,490,7260,4900,
0.1928,434,6189,491,7262,4904,
0.1929,435,6191,491,7266,4907,
0.193,435,6194,492,7271,4908,
0.1931,435,6199,493,7275,4908,
0.1932,437,6203,493,7277,4910,
0.1933,437,6207,494,7279,4913,
0.1934,438,6212,494,7281,4915,
0.1935,438,6214,495,7284,4919,
0.1936,438,6217,495,7290,4920,
0.1937,438,6221,495,7293,4923,
0.1938,438,6224,495,7297,4926,
0.1939,439,6229,495,7299,4928,
0.194,439,6232,495,7303,4931,
0.1941,439,6238,495,7307,4931,
0.1942,439,6240,495,7311,4935,
0.1943,439,6244,495,7313,4939,
0.1944,439,6246,495,7320,4940,
0.1945,439,6248,495,7325,4943,
0.1946,439,6253,495,7329,4944,
0.1947,439,6255,497,7333,4946,
0.1948,439,6261,497,7333,4950,
0.1949,440,6264,497,7337,4952,
0.195,440,6268,497,7343,4952,
0.1951,440,6271,497,7347,4955,
0.1952,440,6276,497,7352,4955,
0.1953,440,6277,498,7355,4960,
0.1954,440,6279,499,7360,4962,
0.1955,440,6285,500,7363,4962,
0.1956,440,6287,501,7367,4965,
0.1957,440,6290,501,7372,4967,
0.1958,440,6292,502,7378,4968,
0.1959,441,6294,502,7380,4973,
0.196,441,6297,503,7385,4974,
0.1961,441,6299,503,7389,4978,
0.1962,441,6304,503,7393,4979,
0.1963,441,6307,504,7397,4981,
0.1964,443,6312,504,7399,4982,
0.1965,444,6316,505,7401,4984,
0.1966,445,6321,506,7404,4984,
0.1967,445,6326,506,7407,4986,
0.1968,445,6329,506,7410,4990,
0.1969,446,6333,506,7413,4992,
0.197,447,6335,506,7419,4993,
0.1971,448,6337,506,7423,4996,
0.1972,448,6343,506,7426,4997,
0.1973,448,6344,506,7431,5001,
0.1974,449,6347,506,7436,5002,
0.1975,449,6349,507,7440,5005,
0.1976,449,6352,507,7445,5007,
0.1977,450,6354,508,7447,5011,
0.1978,451,6358,508,7449,5014,
0.1979,452,6361,509,7450,5018,
0.198,452,6364,509,7455,5020,
0.1981,452,6368,509,7457,5024,
0.1982,453,6368,509,7463,5027,
0.1983,453,6372,510,7465,5030,
0.1984,453,6376,510,7469,5032,
0.1985,453,6380,511,7471,5035,
0.1986,453,6385,511,7474,5037,
0.1987,453,6386,512,7480,5039,
0.1988,453,6391,513,7482,5041,
0.1989,453,6394,513,7487,5043,
0.199,453,6398,514,7489,5046,
0.1991,454,6404,515,7490,5047,
0.1992,456,6407,515,7495,5047,
0.1993,456,6409,515,7498,5052,
0.1994,457,6411,515,7501,5056,
0.1995,457,6414,516,7502,5061,
0.1996,457,6416,516,7505,5066,
0.1997,457,6419,516,7507,5071,
0.1998,457,6421,516,7513,5073,
0.1999,458,6427,516,7515,5074,
0.2,458,6431,516,7518,5077,
0.2001,458,6434,516,7525,5077,
0.2002,458,6437,517,7528,5080,
0.2003,458,6442,517,7532,5081,
0.2004,458,6444,517,7535,5086,
0.2005,458,6447,517,7538,5090,
0.2006,458,6450,517,7543,5092,
0.2007,458,6453,518,7547,5094,
0.2008,458,6457,518,7551,5096,
0.2009,459,6460,519,7552,5100,
0.201,459,6463,519,7556,5103,
0.2011,460,6465,519,7562,5104,
0.2012,460,6466,520,7565,5109,
0.2013,460,6469,521,7569,5111,
0.2014,460,6473,521,7573,5113,
0.2015,460,6476,521,7577,5116,
0.2016,460,6481,521,7580,5118,
0.2017,461,6482,521,7586,5120,
0.2018,461,6485,521,7590,5123,
0.2019,462,6488,521,7594,5125,
0.202,462,6493,521,7595,5129,
0.2021,462,6495,521,7603,5129,
0.2022,462,6496,522,7607,5133,
0.2023,463,6500,523,7610,5134,
0.2024,463,6501,523,7613,5140,
0.2025,463,6504,523,7618,5142,
0.2026,463,6505,523,7623,5146,
0.2027,463,6507,523,7628,5149,
0.2028,463,6511,524,7630,5152,
0.2029,463,6515,524,7635,5153,
0.203,463,6519,525,7639,5154,
0.2031,463,6522,525,7643,5157,
0.2032,463,6529,525,7645,5158,
0.2033,463,6531,525,7649,5162,
0.2034,463,6536,526,7651,5164,
0.2035,464,6541,526,7654,5165,
0.2036,465,6542,526,7658,5169,
0.2037,465,6546,526,7661,5172,
0.2038,465,6551,526,7664,5174,
0.2039,465,6555,526,7668,5176,
0.204,466,6557,526,7672,5179,
0.2041,466,6560,527,7674,5183,
0.2042,466,6563,527,7676,5188,
0.2043,467,6567,527,7679,5190,
0.2044,467,6568,529,7683,5193,
0.2045,467,6572,529,7687,5195,
0.2046,467,6577,529,7689,5198,
0.2047,467,6580,529,7692,5202,
0.2048,467,6584,530,7693,5206,
0.2049,467,6586,530,7698,5209,
0.205,467,6590,530,7700,5213,
0.2051,467,6594,530,7704,5215,
0.2052,467,6596,530,7711,5216,
0.2053,467,6601,530,7715,5217,
0.2054,467,6606,530,7717,5220,
0.2055,467,6609,530,7723,5221,
0.2056,467,6613,530,7728,5222,
0.2057,467,6616,531,7729,5227,
0.2058,468,6618,533,7733,5228,
0.2059,468,6623,533,7734,5232,
0.206,469,6628,533,7736,5234,
0.2061,470,6630,534,7738,5238,
0.2062,470,6635,534,7742,5239,
0.2063,470,6638,535,7746,5241,
0.2064,470,6642,535,7751,5242,
0.2065,470,6645,535,7758,5242,
0.2066,471,6647,536,7761,5245,
0.2067,471,6650,537,7764,5248,
0.2068,471,6654,537,7768,5250,
0.2069,471,6656,537,7775,5251,
0.207,472,6661,538,7777,5252,
0.2071,472,6663,538,7782,5255,
0.2072,473,6665,538,7786,5258,
0.2073,473,6669,538,7790,5260,
0.2074,473,6673,538,7795,5261,
0.2075,473,6677,538,7800,5262,
0.2076,473,6682,538,7803,5264,
0.2077,473,6684,538,7808,5267,
0.2078,473,6690,538,7810,5269,
0.2079,473,6694,538,7814,5271,
0.208,473,6700,538,7816,5273,
0.2081,473,6701,540,7818,5278,
0.2082,473,6705,540,7822,5280,
0.2083,473,6707,540,7828,5282,
0.2084,474,6712,540,7831,5283,
0.2085,474,6715,540,7834,5287,
0.2086,474,6718,540,7838,5290,
0.2087,475,6723,540,7840,5292,
0.2088,475,6724,540,7843,5298,
0.2089,477,6727,540,7846,5300,
0.209,477,6728,540,7851,5304,
0.2091,477,6731,540,7854,5308,
0.2092,477,6735,540,7858,5310,
0.2093,477,6739,540,7863,5311,
0.2094,477,6741,540,7870,5312,
0.2095,479,6744,541,7874,5312,
0.2096,479,6746,542,7877,5316,
0.2097,480,6752,542,7879,5317,
0.2098,480,6753,542,7882,5323,
0.2099,480,6753,543,7887,5327,
0.21,481,6754,543,7887,5335,
0.2101,481,6756,544,7890,5339,
0.2102,481,6760,544,7894,5341,
0.2103,481,6763,544,7898,5344,
0.2104,481,6768,544,7900,5347,
0.2105,481,6771,544,7904,5350,
0.2106,481,6774,545,7908,5352,
0.2107,481,6778,545,7912,5354,
0.2108,481,6781,545,7916,5357,
0.2109,481,6784,545,7920,5360,
0.211,481,6788,545,7923,5363,
0.2111,482,6793,545,7925,5365,
0.2112,482,6796,545,7928,5369,
0.2113,483,6800,546,7931,5370,
0.2114,483,6803,547,7934,5373,
0.2115,483,6805,548,7939,5375,
0.2116,483,6809,548,7943,5377,
0.2117,483,6812,548,7946,5381,
0.2118,483,6814,549,7951,5383,
0.2119,483,6815,549,7957,5386,
0.212,483,6817,549,7963,5388,
0.2121,483,6818,549,7970,5390,
0.2122,483,6822,549,7973,5393,
0.2123,483,6824,549,7980,5394,
0.2124,484,6825,549,7982,5400,
0.2125,485,6829,549,7984,5403,
0.2126,485,6832,549,7989,5405,
0.2127,485,6838,549,7992,5406,
0.2128,485,6844,549,7994,5408,
0.2129,485,6847,549,7999,5410,
0.213,485,6850,549,8005,5411,
0.2131,485,6852,550,8008,5415,
0.2132,486,6856,550,8009,5419,
0.2133,486,6860,550,8012,5422,
0.2134,487,6864,551,8015,5423,
0.2135,487,6868,552,8019,5424,
0.2136,487,6872,552,8023,5426,
0.2137,487,6874,552,8029,5428,
0.2138,487,6878,552,8034,5429,
0.2139,487,6879,552,8040,5432,
0.214,487,6884,553,8042,5434,
0.2141,487,6885,554,8046,5438,
0.2142,487,6887,554,8050,5442,
0.2143,487,6889,554,8058,5442,
0.2144,488,6892,554,8058,5448,
0.2145,488,6894,554,8062,5452,
0.2146,489,6895,555,8066,5455,
0.2147,489,6898,555,8071,5457,
0.2148,489,6903,555,8076,5457,
0.2149,489,6910,555,8077,5459,
0.215,489,6911,555,8084,5461,
0.2151,489,6913,555,8090,5463,
0.2152,489,6914,556,8096,5465,
0.2153,489,6918,556,8101,5466,
0.2154,489,6921,556,8105,5469,
0.2155,489,6925,556,8109,5471,
0.2156,489,6929,557,8112,5473,
0.2157,489,6932,557,8114,5478,
0.2158,489,6934,557,8118,5482,
0.2159,490,6936,557,8123,5484,
0.216,490,6938,557,8129,5486,
0.2161,490,6941,557,8136,5486,
0.2162,490,6941,557,8144,5488,
0.2163,490,6946,557,8145,5492,
0.2164,490,6949,557,8148,5496,
0.2165,490,6950,558,8151,5501,
0.2166,490,6954,558,8157,5501,
0.2167,490,6960,559,8159,5502,
0.2168,490,6963,559,8163,5505,
0.2169,490,6965,559,8166,5510,
0.217,490,6969,559,8168,5514,
0.2171,490,6970,560,8171,5519,
0.2172,490,6972,562,8176,5520,
0.2173,492,6974,563,8179,5522,
0.2174,492,6974,564,8186,5524,
0.2175,492,6977,565,8191,5525,
0.2176,493,6978,565,8194,5530,
0.2177,493,6980,566,8198,5533,
0.2178,493,6984,566,8203,5534,
0.2179,493,6985,567,8207,5538,
0.218,493,6990,567,8207,5543,
0.2181,493,6995,567,8210,5545,
0.2182,494,6999,567,8213,5547,
0.2183,494,7004,567,8217,5548,
0.2184,494,7006,568,8222,5550,
0.2185,494,7010,568,8227,5551,
0.2186,494,7014,569,8230,5553,
0.2187,494,7020,569,8232,5555,
0.2188,494,7021,569,8237,5559,
0.2189,494,7026,569,8241,5560,
0.219,494,7029,570,8245,5562,
0.2191,494,7032,571,8249,5564,
0.2192,494,7035,571,8255,5565,
0.2193,494,7038,572,8258,5568,
0.2194,494,7043,572,8262,5569,
0.2195,494,7046,573,8265,5572,
0.2196,494,7049,573,8269,5575,
0.2197,494,7052,573,8274,5577,
0.2198,494,7055,574,8276,5581,
0.2199,494,7058,574,8282,5582,
0.22,494,7062,574,8284,5586,
0.2201,494,7063,574,8289,5590,
0.2202,496,7065,575,8294,5590,
0.2203,496,7067,575,8295,5597,
0.2204,496,7071,575,8299,5599,
0.2205,496,7074,575,8306,5599,
0.2206,497,7076,576,8310,5601,
0.2207,497,7083,576,8312,5602,
0.2208,497,7088,576,8315,5604,
0.2209,500,7090,576,8318,5606,
0.221,500,7092,576,8323,5609,
0.2211,501,7096,576,8326,5611,
0.2212,501,7100,578,8328,5613,
0.2213,501,7106,579,8331,5613,
0.2214,501,7108,579,8334,5618,
0.2215,501,7111,579,8337,5622,
0.2216,501,7112,580,8342,5625,
0.2217,501,7115,581,8346,5627,
0.2218,501,7118,581,8349,5631,
0.2219,501,7122,581,8354,5632,
0.222,501,7127,581,8356,5635,
0.2221,501,7130,581,8360,5638,
0.2222,501,7134,581,8364,5640,
0.2223,502,7135,581,8368,5644,
0.2224,503,7136,581,8373,5647,
0.2225,503,7137,581,8377,5652,
0.2226,503,7140,582,8379,5656,
0.2227,503,7142,583,8382,5660,
0.2228,503,7146,583,8382,5666,
0.2229,503,7148,583,8383,5673,
0.223,503,7149,583,8387,5678,
0.2231,504,7152,583,8392,5679,
0.2232,504,7157,583,8395,5681,
0.2233,504,7161,583,8400,5682,
0.2234,504,7166,583,8403,5684,
0.2235,504,7168,583,8407,5688,
0.2236,504,7171,583,8412,5690,
0.2237,504,7173,583,8415,5695,
0.2238,506,7176,583,8419,5696,
0.2239,506,7182,583,8420,5699,
0.224,506,7186,583,8424,5701,
0.2241,506,7191,583,8428,5702,
0.2242,506,7196,583,8432,5703,
0.2243,506,7199,584,8437,5704,
0.2244,506,7202,584,8441,5707,
0.2245,508,7205,584,8443,5710,
0.2246,508,7208,584,8446,5714,
0.2247,508,7212,584,8451,5715,
0.2248,508,7213,584,8454,5721,
0.2249,508,7218,584,8456,5724,
0.225,508,7222,584,8459,5727,
0.2251,508,7226,584,8462,5730,
0.2252,508,7231,584,8467,5730,
0.2253,508,7233,584,8470,5735,
0.2254,509,7236,584,8476,5735,
0.2255,509,7236,584,8482,5739,
0.2256,509,7240,584,8485,5742,
0.2257,509,7241,584,8490,5746,
0.2258,509,7244,584,8494,5749,
0.2259,509,7245,585,8496,5755,
0.226,509,7251,585,8497,5758,
0.2261,509,7254,585,8500,5762,
0.2262,510,7257,585,8502,5766,
0.2263,510,7259,586,8505,5770,
0.2264,510,7263,586,8506,5775,
0.2265,511,7266,586,8511,5776,
0.2266,511,7268,586,8515,5780,
0.2267,511,7273,586,8520,5780,
