step,PNA,PRD,ABS,PRI,PAN,
0.5248,1174,16653,1320,19822,13511,
0.5249,1174,16654,1321,19829,13512,
0.525,1175,16659,1321,19832,13513,
0.5251,1175,16661,1323,19836,13515,
0.5252,1175,16666,1323,19837,13519,
0.5253,1175,16668,1324,19838,13525,
0.5254,1175,16673,1324,19840,13528,
0.5255,1175,16676,1324,19844,13531,
0.5256,1175,16679,1324,19849,13533,
0.5257,1175,16682,1324,19854,13535,
0.5258,1175,16684,1324,19859,13538,
0.5259,1177,16687,1324,19863,13539,
0.526,1178,16692,1324,19866,13540,
0.5261,1179,16697,1324,19869,13541,
0.5262,1179,16702,1324,19872,13543,
0.5263,1180,16703,1325,19876,13546,
0.5264,1180,16706,1325,19881,13548,
0.5265,1180,16711,1325,19884,13550,
0.5266,1180,16712,1325,19890,13553,
0.5267,1180,16716,1326,19895,13553,
0.5268,1180,16717,1326,19902,13555,
0.5269,1180,16721,1326,19906,13557,
0.527,1181,16725,1326,19908,13560,
0.5271,1181,16725,1326,19915,13563,
0.5272,1181,16728,1327,19919,13565,
0.5273,1181,16730,1327,19924,13568,
0.5274,1181,16734,1327,19929,13569,
0.5275,1181,16736,1327,19933,13573,
0.5276,1181,16740,1328,19937,13574,
0.5277,1182,16743,1328,19941,13576,
0.5278,1182,16745,1328,19947,13578,
0.5279,1183,16747,1328,19950,13582,
0.528,1183,16750,1328,19956,13583,
0.5281,1183,16751,1328,19960,13588,
0.5282,1183,16752,1328,19964,13593,
0.5283,1183,16756,1328,19970,13593,
0.5284,1183,16758,1328,19974,13597,
0.5285,1183,16760,1328,19979,13600,
0.5286,1183,16762,1328,19983,13604,
0.5287,1183,16765,1328,19990,13604,
0.5288,1183,16767,1329,19994,13607,
0.5289,1183,16771,1329,19999,13608,
0.529,1183,16773,1329,20004,13611,
0.5291,1183,16778,1329,20007,13613,
0.5292,1184,16781,1329,20011,13615,
0.5293,1184,16784,1329,20016,13617,
0.5294,1185,16785,1329,20020,13621,
0.5295,1185,16787,1329,20024,13625,
0.5296,1186,16790,1330,20028,13626,
0.5297,1186,16797,1330,20029,13628,
0.5298,1187,16800,1331,20033,13629,
0.5299,1187,16804,1331,20037,13631,
0.53,1187,16806,1331,20043,13633,
0.5301,1187,16807,1331,20047,13638,
0.5302,1187,16809,1332,20052,13640,
0.5303,1187,16812,1332,20055,13644,
0.5304,1187,16813,1332,20060,13648,
0.5305,1187,16818,1332,20065,13648,
0.5306,1187,16823,1332,20067,13651,
0.5307,1188,16823,1332,20072,13655,
0.5308,1189,16827,1332,20077,13655,
0.5309,1190,16828,1332,20079,13661,
0.531,1190,16832,1332,20082,13664,
0.5311,1190,16835,1332,20087,13666,
0.5312,1190,16839,1332,20091,13668,
0.5313,1190,16846,1332,20093,13669,
0.5314,1190,16850,1333,20095,13672,
0.5315,1190,16853,1334,20098,13675,
0.5316,1190,16855,1334,20100,13681,
0.5317,1191,16859,1334,20104,13682,
0.5318,1191,16863,1334,20107,13685,
0.5319,1191,16865,1335,20112,13687,
0.532,1191,16867,1337,20114,13691,
0.5321,1191,16870,1337,20118,13694,
0.5322,1191,16874,1337,20121,13697,
0.5323,1191,16878,1337,20125,13699,
0.5324,1191,16881,1337,20129,13702,
0.5325,1191,16882,1337,20135,13705,
0.5326,1191,16883,1338,20139,13709,
0.5327,1192,16887,1338,20143,13710,
0.5328,1192,16890,1338,20149,13711,
0.5329,1192,16892,1338,20155,13713,
0.533,1192,16894,1338,20161,13715,
0.5331,1192,16898,1338,20165,13717,
0.5332,1192,16899,1339,20172,13718,
0.5333,1192,16904,1339,20176,13719,
0.5334,1193,16909,1339,20179,13720,
0.5335,1193,16914,1339,20180,13724,
0.5336,1193,16916,1339,20185,13727,
0.5337,1193,16919,1339,20190,13729,
0.5338,1193,16921,1339,20193,13734,
0.5339,1193,16923,1339,20197,13738,
0.534,1193,16927,1339,20202,13739,
0.5341,1194,16930,1339,20204,13743,
0.5342,1195,16933,1340,20206,13746,
0.5343,1195,16938,1340,20209,13748,
0.5344,1196,16940,1342,20213,13749,
0.5345,1196,16943,1343,20215,13753,
0.5346,1198,16946,1343,20218,13755,
0.5347,1198,16949,1343,20222,13758,
0.5348,1198,16950,1344,20226,13762,
0.5349,1198,16952,1345,20231,13764,
0.535,1198,16956,1345,20234,13767,
0.5351,1198,16957,1345,20239,13771,
0.5352,1198,16962,1345,20241,13774,
0.5353,1201,16964,1345,20244,13776,
0.5354,1201,16968,1345,20247,13779,
0.5355,1202,16969,1345,20253,13781,
0.5356,1202,16970,1347,20255,13786,
0.5357,1204,16973,1347,20260,13786,
0.5358,1204,16975,1347,20265,13789,
0.5359,1204,16977,1347,20271,13791,
0.536,1204,16980,1347,20276,13793,
0.5361,1206,16982,1347,20281,13794,
0.5362,1206,16984,1349,20283,13798,
0.5363,1206,16989,1349,20285,13801,
0.5364,1206,16995,1349,20287,13803,
0.5365,1206,16999,1349,20290,13806,
0.5366,1206,17002,1350,20294,13808,
0.5367,1207,17006,1350,20298,13809,
0.5368,1207,17008,1351,20303,13811,
0.5369,1207,17010,1352,20306,13815,
0.537,1208,17013,1352,20311,13816,
0.5371,1208,17019,1352,20313,13818,
0.5372,1209,17020,1352,20316,13823,
0.5373,1209,17024,1352,20316,13829,
0.5374,1209,17027,1353,20319,13832,
0.5375,1209,17030,1353,20323,13835,
0.5376,1210,17033,1354,20327,13836,
0.5377,1211,17037,1354,20330,13838,
0.5378,1211,17039,1355,20332,13843,
0.5379,1211,17043,1355,20335,13846,
0.538,1211,17048,1357,20336,13848,
0.5381,1211,17052,1357,20340,13850,
0.5382,1211,17052,1357,20348,13852,
0.5383,1213,17053,1357,20351,13856,
0.5384,1213,17057,1357,20355,13858,
0.5385,1215,17062,1357,20355,13861,
0.5386,1215,17064,1357,20358,13866,
0.5387,1216,17068,1358,20360,13868,
0.5388,1216,17071,1358,20364,13871,
0.5389,1216,17073,1358,20367,13876,
0.539,1217,17074,1359,20373,13877,
0.5391,1217,17076,1359,20381,13877,
0.5392,1217,17080,1359,20385,13879,
0.5393,1218,17083,1359,20390,13880,
0.5394,1218,17085,1359,20392,13886,
0.5395,1218,17090,1359,20394,13889,
0.5396,1219,17096,1359,20396,13890,
0.5397,1219,17098,1359,20400,13894,
0.5398,1219,17100,1359,20405,13897,
0.5399,1219,17107,1359,20408,13897,
0.54,1219,17112,1360,20410,13899,
0.5401,1220,17115,1360,20415,13900,
0.5402,1220,17117,1362,20419,13902,
0.5403,1220,17120,1362,20423,13905,
0.5404,1220,17124,1362,20426,13908,
0.5405,1220,17126,1362,20430,13912,
0.5406,1220,17127,1363,20435,13915,
0.5407,1220,17129,1363,20438,13920,
0.5408,1220,17136,1363,20438,13923,
0.5409,1220,17142,1363,20441,13924,
0.541,1220,17145,1363,20444,13928,
0.5411,1220,17148,1363,20448,13931,
0.5412,1220,17152,1364,20451,13933,
0.5413,1220,17155,1364,20456,13935,
0.5414,1221,17159,1364,20459,13937,
0.5415,1221,17163,1364,20462,13940,
0.5416,1221,17164,1365,20468,13942,
0.5417,1221,17167,1365,20473,13944,
0.5418,1221,17171,1365,20476,13947,
0.5419,1221,17175,1367,20479,13948,
0.542,1222,17180,1367,20481,13950,
0.5421,1222,17182,1367,20486,13953,
0.5422,1222,17185,1368,20488,13957,
0.5423,1222,17187,1368,20491,13962,
0.5424,1222,17192,1368,20494,13964,
0.5425,1222,17195,1368,20498,13967,
0.5426,1222,17197,1369,20500,13972,
0.5427,1222,17201,1369,20503,13975,
0.5428,1222,17203,1370,20509,13976,
0.5429,1222,17207,1370,20514,13977,
0.543,1222,17209,1370,20519,13980,
0.5431,1222,17211,1371,20522,13984,
0.5432,1222,17215,1371,20525,13987,
0.5433,1222,17216,1371,20530,13991,
0.5434,1222,17218,1372,20534,13994,
0.5435,1222,17221,1373,20538,13996,
0.5436,1223,17227,1373,20540,13997,
0.5437,1224,17231,1373,20544,13998,
0.5438,1224,17234,1374,20548,14000,
0.5439,1224,17236,1375,20553,14002,
0.544,1225,17240,1375,20554,14006,
0.5441,1225,17243,1376,20559,14007,
0.5442,1225,17244,1377,20563,14011,
0.5443,1225,17251,1377,20566,14011,
0.5444,1226,17254,1377,20569,14014,
0.5445,1228,17256,1377,20572,14017,
0.5446,1228,17256,1377,20577,14022,
0.5447,1228,17261,1377,20580,14024,
0.5448,1228,17262,1377,20583,14030,
0.5449,1230,17266,1378,20586,14030,
0.545,1230,17268,1378,20589,14035,
0.5451,1230,17272,1378,20591,14039,
0.5452,1230,17276,1379,20594,14041,
0.5453,1230,17279,1380,20598,14043,
0.5454,1230,17281,1380,20601,14048,
0.5455,1230,17283,1380,20605,14052,
0.5456,1230,17289,1380,20609,14052,
0.5457,1230,17292,1380,20614,14054,
0.5458,1231,17296,1381,20617,14055,
0.5459,1231,17299,1381,20621,14058,
0.546,1231,17304,1381,20626,14058,
0.5461,1232,17305,1381,20629,14063,
0.5462,1233,17306,1381,20634,14066,
0.5463,1233,17307,1381,20642,14067,
0.5464,1233,17311,1381,20645,14070,
0.5465,1233,17313,1381,20652,14071,
0.5466,1233,17316,1381,20657,14073,
0.5467,1233,17321,1381,20660,14075,
0.5468,1233,17324,1381,20663,14079,
0.5469,1233,17330,1381,20667,14079,
0.547,1233,17333,1381,20670,14083,
0.5471,1233,17335,1382,20674,14086,
0.5472,1233,17340,1382,20677,14088,
0.5473,1233,17345,1382,20679,14091,
0.5474,1233,17348,1382,20684,14093,
0.5475,1233,17352,1383,20688,14094,
0.5476,1233,17356,1383,20691,14097,
0.5477,1233,17361,1383,20693,14100,
0.5478,1233,17361,1384,20698,14104,
0.5479,1234,17364,1384,20701,14107,
0.548,1234,17367,1384,20704,14111,
0.5481,1235,17369,1384,20710,14112,
0.5482,1235,17373,1384,20712,14116,
0.5483,1235,17373,1384,20721,14117,
0.5484,1235,17375,1384,20724,14122,
0.5485,1235,17379,1384,20729,14123,
0.5486,1235,17382,1384,20733,14126,
0.5487,1235,17385,1384,20739,14127,
0.5488,1236,17389,1384,20742,14129,
0.5489,1236,17392,1384,20746,14132,
0.549,1236,17396,1384,20750,14134,
0.5491,1236,17402,1384,20752,14136,
0.5492,1236,17406,1385,20756,14137,
0.5493,1237,17410,1386,20757,14140,
0.5494,1238,17412,1386,20761,14143,
0.5495,1239,17416,1386,20764,14145,
0.5496,1239,17423,1386,20765,14147,
0.5497,1239,17426,1387,20771,14147,
0.5498,1239,17431,1387,20775,14148,
0.5499,1239,17436,1387,20778,14150,
0.55,1240,17439,1387,20783,14151,
0.5501,1240,17444,1387,20787,14152,
0.5502,1240,17447,1387,20792,14154,
0.5503,1240,17451,1387,20795,14157,
0.5504,1240,17455,1387,20800,14158,
0.5505,1240,17457,1387,20803,14163,
0.5506,1240,17459,1389,20806,14166,
0.5507,1240,17461,1389,20810,14170,
0.5508,1242,17464,1389,20814,14171,
0.5509,1242,17468,1390,20819,14171,
0.551,1242,17468,1390,20825,14175,
0.5511,1242,17474,1390,20827,14177,
0.5512,1242,17477,1390,20831,14180,
0.5513,1242,17480,1390,20835,14183,
0.5514,1243,17483,1390,20841,14183,
0.5515,1243,17487,1391,20843,14186,
0.5516,1243,17492,1391,20845,14189,
0.5517,1243,17496,1391,20849,14191,
0.5518,1244,17497,1391,20854,14194,
0.5519,1244,17499,1391,20858,14198,
0.552,1245,17502,1391,20862,14200,
0.5521,1245,17505,1392,20867,14201,
0.5522,1245,17509,1392,20872,14202,
0.5523,1247,17510,1392,20877,14204,
0.5524,1248,17512,1392,20880,14208,
0.5525,1248,17516,1392,20885,14209,
0.5526,1248,17519,1392,20892,14209,
0.5527,1248,17521,1392,20896,14213,
0.5528,1249,17523,1392,20900,14216,
0.5529,1249,17525,1393,20906,14217,
0.553,1249,17526,1393,20911,14221,
0.5531,1249,17528,1393,20916,14224,
0.5532,1249,17530,1393,20921,14227,
0.5533,1249,17533,1395,20923,14230,
0.5534,1249,17537,1395,20926,14233,
0.5535,1249,17538,1395,20932,14236,
0.5536,1250,17539,1396,20937,14238,
0.5537,1250,17544,1396,20941,14239,
0.5538,1250,17546,1396,20947,14241,
0.5539,1250,17549,1396,20950,14245,
0.554,1250,17556,1396,20952,14246,
0.5541,1250,17561,1396,20954,14249,
0.5542,1250,17563,1396,20959,14252,
0.5543,1251,17566,1396,20961,14256,
0.5544,1251,17569,1396,20966,14258,
0.5545,1251,17572,1396,20972,14259,
0.5546,1252,17576,1396,20975,14261,
0.5547,1252,17579,1396,20980,14263,
0.5548,1252,17584,1397,20984,14263,
0.5549,1252,17587,1397,20990,14264,
0.555,1253,17593,1398,20992,14264,
0.5551,1253,17598,1398,20995,14266,
0.5552,1253,17604,1398,20997,14268,
0.5553,1253,17605,1398,21002,14272,
0.5554,1253,17608,1399,21008,14272,
0.5555,1253,17610,1399,21012,14276,
0.5556,1253,17616,1400,21014,14277,
0.5557,1254,17620,1400,21017,14279,
0.5558,1254,17623,1401,21020,14282,
0.5559,1254,17626,1401,21023,14286,
0.556,1254,17630,1401,21025,14290,
0.5561,1254,17632,1402,21028,14294,
0.5562,1254,17636,1402,21032,14296,
0.5563,1254,17639,1402,21035,14300,
0.5564,1254,17644,1402,21038,14302,
0.5565,1254,17646,1402,21042,14306,
0.5566,1254,17651,1402,21045,14308,
0.5567,1254,17655,1403,21046,14312,
0.5568,1255,17658,1404,21048,14315,
0.5569,1255,17663,1404,21052,14316,
0.557,1255,17666,1404,21054,14321,
0.5571,1255,17670,1404,21058,14323,
0.5572,1255,17673,1405,21063,14324,
0.5573,1255,17678,1406,21065,14326,
0.5574,1255,17681,1406,21070,14328,
0.5575,1256,17683,1406,21074,14331,
0.5576,1256,17686,1406,21080,14332,
0.5577,1256,17690,1406,21083,14335,
0.5578,1256,17692,1407,21086,14339,
0.5579,1257,17694,1407,21090,14342,
0.558,1258,17696,1407,21092,14347,
0.5581,1258,17699,1407,21096,14350,
0.5582,1258,17702,1407,21099,14354,
0.5583,1258,17703,1407,21105,14357,
0.5584,1258,17707,1407,21110,14358,
0.5585,1258,17710,1408,21112,14362,
0.5586,1258,17715,1408,21114,14365,
0.5587,1259,17716,1410,21117,14368,
0.5588,1260,17718,1410,21119,14373,
0.5589,1260,17723,1410,21120,14377,
0.559,1260,17726,1410,21123,14381,
0.5591,1260,17729,1410,21127,14384,
0.5592,1260,17730,1410,21131,14389,
0.5593,1260,17733,1410,21134,14393,
0.5594,1260,17734,1410,21141,14395,
0.5595,1260,17739,1410,21145,14396,
0.5596,1260,17743,1410,21149,14398,
0.5597,1260,17746,1411,21153,14400,
0.5598,1260,17752,1411,21157,14400,
0.5599,1260,17756,1411,21162,14401,
0.56,1261,17760,1411,21163,14405,
0.5601,1261,17761,1411,21170,14407,
0.5602,1261,17763,1411,21175,14410,
0.5603,1261,17764,1412,21181,14412,
0.5604,1261,17765,1412,21188,14414,
0.5605,1261,17769,1412,21193,14415,
0.5606,1261,17772,1412,21198,14417,
0.5607,1262,17775,1412,21201,14420,
0.5608,1262,17780,1412,21203,14423,
0.5609,1262,17786,1412,21206,14424,
0.561,1262,17788,1414,21208,14428,
0.5611,1262,17789,1414,21215,14430,
0.5612,1263,17792,1414,21219,14432,
0.5613,1263,17794,1415,21221,14437,
0.5614,1263,17798,1415,21226,14438,
0.5615,1263,17802,1415,21230,14440,
0.5616,1263,17806,1415,21234,14442,
0.5617,1265,17809,1416,21236,14444,
0.5618,1266,17814,1416,21239,14445,
0.5619,1266,17816,1417,21244,14447,
0.562,1266,17819,1418,21248,14449,
0.5621,1266,17822,1419,21252,14451,
0.5622,1266,17825,1419,21257,14453,
0.5623,1267,17826,1419,21262,14456,
0.5624,1267,17829,1420,21265,14459,
0.5625,1267,17833,1421,21266,14463,
0.5626,1267,17835,1421,21271,14466,
0.5627,1267,17841,1421,21275,14466,
0.5628,1267,17844,1421,21279,14469,
0.5629,1267,17847,1421,21282,14473,
0.563,1267,17848,1421,21288,14476,
0.5631,1267,17855,1421,21290,14477,
0.5632,1267,17859,1421,21295,14478,
0.5633,1267,17866,1421,21297,14479,
0.5634,1268,17868,1423,21300,14481,
0.5635,1268,17872,1424,21303,14483,
0.5636,1269,17873,1424,21307,14487,
0.5637,1269,17875,1424,21312,14490,
0.5638,1269,17880,1424,21317,14490,
0.5639,1269,17882,1424,21324,14491,
0.564,1269,17887,1424,21329,14491,
0.5641,1269,17888,1424,21335,14494,
0.5642,1269,17889,1425,21341,14496,
0.5643,1269,17893,1425,21342,14501,
0.5644,1269,17900,1425,21343,14503,
0.5645,1270,17904,1425,21346,14505,
0.5646,1270,17904,1425,21351,14510,
0.5647,1271,17905,1425,21357,14512,
0.5648,1274,17908,1425,21359,14514,
0.5649,1274,17913,1425,21362,14516,
0.565,1274,17917,1425,21366,14518,
0.5651,1275,17919,1425,21370,14521,
0.5652,1275,17922,1425,21375,14523,
0.5653,1275,17924,1425,21382,14524,
0.5654,1275,17930,1425,21386,14524,
0.5655,1275,17933,1425,21386,14531,
0.5656,1275,17935,1425,21389,14536,
0.5657,1276,17938,1425,21393,14538,
0.5658,1276,17942,1425,21398,14539,
0.5659,1276,17943,1425,21405,14541,
0.566,1277,17944,1425,21410,14544,
0.5661,1278,17950,1425,21411,14546,
0.5662,1278,17954,1425,21413,14550,
0.5663,1279,17957,1425,21417,14552,
0.5664,1279,17958,1425,21422,14556,
0.5665,1279,17960,1425,21425,14561,
0.5666,1280,17962,1425,21428,14565,
0.5667,1280,17964,1425,21432,14569,
0.5668,1280,17970,1425,21435,14570,
0.5669,1280,17972,1425,21440,14573,
0.567,1280,17973,1425,21446,14576,
0.5671,1280,17977,1425,21451,14577,
0.5672,1280,17980,1426,21454,14580,
0.5673,1280,17984,1427,21457,14582,
0.5674,1280,17987,1427,21463,14583,
0.5675,1280,17993,1427,21465,14585,
0.5676,1280,17997,1427,21469,14587,
0.5677,1280,18000,1427,21475,14588,
0.5678,1281,18002,1427,21479,14591,
0.5679,1281,18004,1428,21483,14594,
0.568,1281,18007,1428,21486,14598,
0.5681,1281,18011,1429,21488,14601,
0.5682,1281,18014,1429,21491,14605,
0.5683,1281,18016,1430,21498,14605,
0.5684,1281,18019,1430,21502,14608,
0.5685,1281,18020,1430,21506,14613,
0.5686,1281,18022,1430,21511,14616,
0.5687,1282,18026,1430,21514,14618,
0.5688,1282,18030,1430,21517,14621,
0.5689,1282,18033,1431,21518,14626,
0.569,1282,18035,1432,21520,14631,
0.5691,1282,18038,1433,21524,14633,
0.5692,1283,18040,1433,21530,14634,
0.5693,1283,18041,1433,21535,14638,
0.5694,1283,18046,1433,21539,14639,
0.5695,1283,18047,1433,21544,14643,
0.5696,1283,18049,1433,21550,14645,
0.5697,1283,18054,1433,21553,14647,
0.5698,1283,18059,1434,21556,14648,
0.5699,1284,18063,1434,21558,14651,
0.57,1285,18066,1434,21560,14655,
0.5701,1285,18071,1434,21562,14658,
0.5702,1286,18073,1434,21565,14662,
0.5703,1286,18076,1434,21570,14664,
0.5704,1287,18078,1434,21574,14667,
0.5705,1287,18079,1434,21578,14672,
0.5706,1287,18084,1434,21579,14676,
0.5707,1287,18088,1434,21583,14678,
0.5708,1287,18092,1434,21587,14680,
0.5709,1287,18094,1435,21590,14684,
0.571,1287,18100,1435,21592,14686,
0.5711,1287,18102,1435,21597,14689,
0.5712,1288,18103,1435,21601,14693,
0.5713,1288,18105,1437,21603,14697,
0.5714,1288,18108,1437,21607,14700,
0.5715,1288,18113,1437,21608,14704,
0.5716,1288,18116,1437,21612,14707,
0.5717,1288,18120,1437,21616,14709,
0.5718,1289,18124,1437,21618,14712,
0.5719,1290,18128,1437,21623,14712,
0.572,1290,18132,1438,21627,14713,
0.5721,1290,18136,1438,21632,14714,
0.5722,1292,18139,1438,21635,14716,
0.5723,1292,18145,1438,21638,14717,
0.5724,1292,18149,1439,21642,14718,
0.5725,1292,18152,1439,21646,14721,
0.5726,1292,18155,1440,21648,14725,
0.5727,1292,18159,1440,21651,14728,
0.5728,1292,18163,1440,21654,14731,
0.5729,1292,18165,1440,21658,14735,
0.573,1292,18169,1440,21660,14739,
0.5731,1293,18172,1440,21663,14742,
0.5732,1293,18174,1440,21667,14746,
0.5733,1293,18178,1441,21670,14748,
0.5734,1293,18182,1441,21674,14750,
0.5735,1293,18187,1441,21678,14751,
0.5736,1294,18190,1441,21683,14752,
0.5737,1294,18192,1441,21687,14756,
0.5738,1295,18193,1441,21691,14760,
0.5739,1295,18197,1441,21695,14762,
0.574,1295,18201,1441,21697,14766,
0.5741,1295,18207,1441,21698,14769,
0.5742,1295,18208,1441,21704,14772,
0.5743,1296,18208,1441,21708,14777,
0.5744,1296,18210,1441,21714,14779,
0.5745,1297,18215,1441,21716,14781,
0.5746,1297,18219,1441,21719,14784,
0.5747,1297,18221,1442,21722,14788,
0.5748,1298,18225,1442,21726,14789,
0.5749,1298,18229,1442,21730,14791,
0.575,1298,18235,1442,21733,14792,
0.5751,1298,18239,1443,21736,14794,
0.5752,1299,18242,1444,21739,14796,
0.5753,1299,18245,1444,21742,14800,
0.5754,1299,18247,1444,21747,14803,
0.5755,1299,18251,1444,21750,14806,
0.5756,1299,18256,1444,21753,14808,
0.5757,1300,18259,1444,21756,14811,
0.5758,1301,18264,1444,21757,14814,
0.5759,1301,18267,1444,21759,14819,
0.576,1302,18271,1444,21763,14820,
0.5761,1303,18275,1444,21765,14823,
0.5762,1304,18277,1444,21768,14827,
0.5763,1304,18281,1444,21774,14827,
0.5764,1305,18285,1446,21776,14828,
0.5765,1305,18289,1446,21781,14829,
0.5766,1305,18289,1447,21785,14834,
0.5767,1305,18294,1447,21789,14835,
0.5768,1305,18296,1447,21793,14839,
0.5769,1305,18299,1447,21795,14844,
0.577,1306,18304,1447,21797,14846,
0.5771,1306,18307,1447,21799,14851,
0.5772,1306,18311,1448,21802,14853,
0.5773,1306,18313,1448,21806,14857,
0.5774,1306,18315,1448,21814,14857,
0.5775,1306,18318,1448,21816,14862,
0.5776,1307,18320,1448,21822,14863,
0.5777,1308,18322,1448,21826,14866,
0.5778,1308,18326,1448,21830,14868,
0.5779,1309,18329,1448,21835,14869,
0.578,1309,18334,1448,21837,14872,
0.5781,1309,18338,1448,21841,14874,
0.5782,1310,18342,1448,21844,14876,
0.5783,1310,18344,1449,21850,14877,
0.5784,1310,18350,1449,21852,14879,
0.5785,1310,18352,1449,21859,14880,
0.5786,1311,18357,1449,21862,14881,
0.5787,1311,18363,1449,21863,14884,
0.5788,1311,18369,1449,21867,14884,
0.5789,1311,18374,1450,21868,14887,
0.579,1311,18375,1451,21874,14889,
0.5791,1311,18376,1451,21881,14891,
0.5792,1312,18377,1451,21887,14893,
0.5793,1312,18381,1451,21890,14896,
0.5794,1312,18385,1451,21893,14899,
0.5795,1312,18389,1451,21894,14904,
0.5796,1312,18393,1451,21899,14905,
0.5797,1313,18399,1452,21901,14905,
0.5798,1313,18403,1452,21907,14905,
0.5799,1313,18406,1452,21912,14907,
0.58,1313,18411,1452,21916,14908,
0.5801,1314,18413,1453,21921,14909,
0.5802,1314,18416,1453,21925,14912,
0.5803,1314,18421,1454,21927,14914,
0.5804,1315,18424,1454,21931,14916,
0.5805,1315,18427,1454,21936,14918,
0.5806,1315,18432,1454,21936,14923,
0.5807,1315,18436,1454,21936,14929,
0.5808,1316,18438,1455,21938,14933,
0.5809,1316,18442,1456,21943,14933,
0.581,1316,18444,1458,21948,14934,
0.5811,1317,18446,1458,21953,14936,
0.5812,1317,18450,1459,21958,14936,
0.5813,1317,18451,1461,21961,14940,
0.5814,1317,18456,1462,21962,14943,
0.5815,1317,18460,1463,21965,14945,
0.5816,1318,18465,1463,21966,14948,
0.5817,1318,18469,1464,21968,14951,
0.5818,1318,18473,1465,21971,14953,
0.5819,1318,18478,1465,21974,14955,
0.582,1318,18480,1466,21978,14958,
0.5821,1318,18484,1467,21981,14960,
0.5822,1318,18489,1467,21984,14962,
0.5823,1318,18493,1467,21987,14965,
0.5824,1318,18498,1467,21991,14966,
0.5825,1318,18501,1467,21995,14969,
0.5826,1318,18504,1467,21999,14972,
0.5827,1319,18509,1468,22002,14972,
0.5828,1319,18512,1468,22006,14975,
0.5829,1319,18516,1468,22010,14977,
0.583,1319,18521,1468,22014,14978,
0.5831,1319,18525,1469,22017,14980,
0.5832,1319,18526,1469,22021,14985,
0.5833,1319,18529,1469,22027,14986,
0.5834,1319,18531,1469,22033,14988,
0.5835,1319,18535,1469,22038,14989,
0.5836,1319,18538,1469,22043,14991,
0.5837,1319,18542,1469,22047,14993,
0.5838,1319,18549,1469,22050,14993,
0.5839,1320,18552,1470,22055,14993,
0.584,1321,18556,1470,22060,14993,
0.5841,1321,18558,1470,22064,14997,
0.5842,1322,18561,1471,22067,14999,
0.5843,1322,18566,1471,22069,15002,
0.5844,1322,18571,1472,22072,15003,
0.5845,1323,18575,1472,22076,15004,
0.5846,1323,18579,1472,22082,15004,
0.5847,1324,18583,1472,22085,15006,
0.5848,1324,18588,1472,22089,15007,
0.5849,1324,18594,1472,22093,15007,
0.585,1324,18597,1472,22098,15009,
0.5851,1324,18599,1472,22102,15013,
0.5852,1324,18600,1472,22110,15014,
0.5853,1325,18602,1472,22115,15016,
0.5854,1325,18604,1472,22120,15019,
0.5855,1325,18606,1472,22126,15021,
0.5856,1325,18607,1472,22132,15024,
0.5857,1326,18610,1473,22136,15025,
0.5858,1326,18612,1473,22139,15030,
0.5859,1326,18613,1473,22146,15032,
0.586,1326,18616,1473,22149,15036,
0.5861,1327,18621,1473,22153,15036,
0.5862,1327,18624,1474,22156,15039,
0.5863,1327,18628,1475,22159,15041,
0.5864,1327,18629,1476,22162,15046,
0.5865,1327,18633,1476,22165,15049,
0.5866,1327,18635,1477,22170,15051,
0.5867,1327,18641,1477,22172,15053,
0.5868,1327,18646,1477,22174,15056,
0.5869,1327,18653,1478,22176,15056,
0.587,1327,18659,1478,22179,15057,
0.5871,1328,18662,1478,22183,15059,
0.5872,1328,18666,1478,22186,15062,
0.5873,1329,18666,1478,22191,15066,
0.5874,1329,18667,1479,22198,15067,
0.5875,1330,18672,1479,22201,15068,
0.5876,1331,18673,1479,22205,15072,
0.5877,1332,18678,1479,22209,15072,
0.5878,1333,18682,1481,22212,15072,
0.5879,1333,18686,1481,22215,15075,
0.588,1333,18690,1481,22219,15077,
0.5881,1334,18694,1482,22222,15078,
0.5882,1334,18698,1482,22226,15080,
0.5883,1334,18702,1482,22230,15082,
0.5884,1334,18706,1482,22234,15084,
0.5885,1334,18708,1483,22238,15087,
0.5886,1334,18713,1483,22242,15088,
0.5887,1335,18716,1483,22246,15090,
0.5888,1335,18716,1484,22251,15094,
0.5889,1337,18718,1484,22255,15096,
0.589,1337,18720,1484,22262,15097,
0.5891,1337,18721,1484,22266,15102,
0.5892,1337,18725,1485,22270,15103,
0.5893,1337,18730,1485,22273,15105,
0.5894,1337,18734,1485,22276,15108,
0.5895,1337,18737,1485,22280,15111,
0.5896,1337,18741,1485,22284,15113,
0.5897,1338,18744,1485,22289,15114,
0.5898,1338,18748,1485,22293,15116,
0.5899,1338,18748,1485,22300,15119,
0.59,1338,18752,1485,22305,15120,
0.5901,1339,18754,1485,22310,15122,
0.5902,1339,18757,1486,22313,15125,
0.5903,1339,18761,1487,22315,15128,
0.5904,1340,18765,1487,22317,15131,
0.5905,1340,18768,1487,22320,15135,
0.5906,1340,18770,1488,22325,15137,
0.5907,1340,18772,1488,22328,15142,
0.5908,1341,18774,1488,22333,15144,
0.5909,1341,18780,1488,22335,15146,
0.591,1341,18785,1488,22338,15148,
0.5911,1341,18789,1488,22341,15151,
0.5912,1341,18791,1489,22344,15155,
0.5913,1341,18794,1489,22347,15159,
0.5914,1341,18796,1489,22350,15164,
0.5915,1341,18798,1489,22356,15166,
